,is_employed,self_employed,credit_score,eviction,pets,criminal,age,score,is_good
2212,1,0,0.322,1,0,1,0.38823529411764707,20.0,0.0
1627,1,0,0.32,1,0,1,0.47058823529411764,20.0,0.0
2311,1,0,0.412,1,0,1,0.38823529411764707,20.0,0.0
506,1,0,0.79,1,0,1,0.3411764705882353,81.34794520547945,1.0
1808,1,0,0.332,1,0,0,0.4823529411764706,20.0,0.0
1512,1,0,0.286,1,0,0,0.25882352941176473,81.95707762557078,1.0
1049,0,1,0.442,1,0,1,0.5764705882352941,20.0,0.0
1315,1,0,0.228,1,0,1,0.4588235294117647,20.0,0.0
1090,1,0,0.404,1,0,1,0.2823529411764706,81.85205479452055,1.0
731,1,0,0.37,1,0,1,0.38823529411764707,20.0,0.0
380,1,0,0.322,1,0,1,0.3176470588235294,20.0,0.0
1603,1,0,0.522,1,0,1,0.3176470588235294,50.79063926940639,0.0
1295,1,0,0.626,1,0,1,0.27058823529411763,77.42009132420091,1.0
1521,1,1,0.304,1,0,1,0.49411764705882355,20.0,0.0
753,1,1,0.454,1,0,1,0.32941176470588235,77.67214611872146,1.0
131,1,0,0.828,1,0,1,0.5647058823529412,77.5041095890411,1.0
326,0,0,0.772,1,0,1,0.5529411764705883,77.7351598173516,1.0
777,1,0,0.366,1,0,1,0.2823529411764706,81.34794520547945,1.0
1534,1,0,0.368,1,0,1,0.5176470588235295,20.0,0.0
2458,1,0,0.336,1,0,1,0.29411764705882354,20.0,0.0
2381,1,0,0.292,1,0,1,0.5176470588235295,80.67579908675799,1.0
509,1,0,0.734,1,0,1,0.29411764705882354,81.93607305936074,1.0
1454,1,0,0.408,1,0,0,0.2823529411764706,79.94063926940639,1.0
2209,1,0,0.706,1,0,1,0.4235294117647059,81.05388127853881,1.0
1308,1,0,0.23,1,0,1,0.35294117647058826,20.0,0.0
1538,1,0,0.422,1,0,1,0.5882352941176471,70.1270744562219,0.0
2075,1,0,0.54,1,0,1,0.27058823529411763,77.56712328767124,1.0
127,1,0,0.678,1,0,1,0.32941176470588235,79.78290659590236,1.0
244,1,0,0.354,1,0,0,0.3058823529411765,20.0,0.0
2574,1,0,0.292,1,0,1,0.611764705882353,20.0,0.0
2397,1,0,0.296,1,0,1,0.4,20.0,0.0
2047,1,0,0.408,1,0,1,0.43529411764705883,78.86940639269406,1.0
2330,1,0,0.584,1,0,1,0.25882352941176473,81.68401826484018,1.0
2242,0,0,0.286,1,0,1,0.3411764705882353,20.0,0.0
2046,1,0,0.362,1,0,1,0.3764705882352941,20.0,0.0
50,1,0,0.482,1,0,1,0.3764705882352941,20.0,0.0
414,0,0,0.218,1,0,1,0.4,20.0,0.0
746,1,0,0.838,1,0,1,0.5647058823529412,82.12511415525114,1.0
2261,1,0,0.328,1,0,1,0.4823529411764706,56.810762699771686,0.0
1389,1,0,0.58,1,0,1,0.3058823529411765,78.50591324200914,1.0
1721,1,0,0.44,1,0,0,0.38823529411764707,81.97808219178083,1.0
1933,0,1,0.612,1,0,1,0.4,85.75890410958904,1.0
1761,1,0,0.45,1,0,1,0.38823529411764707,77.81917808219178,1.0
2338,1,0,0.458,1,0,0,0.47058823529411764,77.23105022831051,1.0
662,0,0,0.848,1,0,1,0.6705882352941176,20.0,0.0
54,1,0,0.21,1,0,1,0.2823529411764706,20.0,0.0
1296,1,0,0.37,1,0,1,0.2823529411764706,73.5363510025809,0.0
2030,1,0,0.358,1,0,1,0.47058823529411764,78.09223744292237,1.0
2354,1,0,0.728,1,0,1,0.29411764705882354,80.94885844748859,1.0
1410,1,0,0.824,1,0,1,0.49411764705882355,84.89771689497717,1.0
422,1,0,0.31,1,0,1,0.35294117647058826,20.0,0.0
1002,0,0,0.286,1,0,1,0.5411764705882353,81.11689497716895,1.0
1670,1,0,0.57,1,0,1,0.32941176470588235,83.13333333333334,1.0
615,1,0,0.448,1,0,1,0.2235294117647059,80.31872146118721,1.0
954,1,0,0.338,1,0,1,0.36470588235294116,20.0,0.0
935,1,0,0.722,1,0,1,0.2823529411764706,79.8986301369863,1.0
2691,1,0,0.426,1,0,1,0.5176470588235295,20.0,0.0
1949,0,0,0.286,1,0,1,0.6705882352941176,20.0,0.0
1503,0,1,0.408,1,0,0,0.3411764705882353,20.0,0.0
1639,1,0,0.53,1,0,0,0.32941176470588235,20.0,0.0
1114,0,1,0.478,1,0,1,0.49411764705882355,82.27564400792626,1.0
174,1,0,0.266,1,0,1,0.38823529411764707,20.0,0.0
1831,1,0,0.328,1,0,1,0.25882352941176473,64.54429223744293,0.0
710,1,0,0.742,1,0,1,0.27058823529411763,79.1214611872146,1.0
932,1,0,0.232,1,0,1,0.4588235294117647,20.0,0.0
643,1,0,0.288,1,0,0,0.47058823529411764,20.0,0.0
697,1,0,0.286,1,0,1,0.4,77.81917808219178,1.0
853,0,1,0.55,1,0,1,0.5058823529411764,81.26392694063927,1.0
1449,1,0,0.8,1,0,1,0.35294117647058826,82.06210045662101,1.0
2606,1,0,0.38,1,0,1,0.4235294117647059,20.0,0.0
599,1,0,0.276,1,0,1,0.5647058823529412,20.0,0.0
1287,1,0,0.34,1,0,1,0.38823529411764707,83.84748858447489,1.0
2239,1,0,0.202,1,0,0,0.2823529411764706,42.93391837899543,0.0
1153,1,0,0.524,1,0,1,0.36470588235294116,71.3687575102139,0.0
844,1,0,0.324,1,0,1,0.36470588235294116,20.0,0.0
2018,0,1,0.684,1,0,1,0.611764705882353,80.23470319634703,1.0
2624,1,0,0.58,1,0,1,0.4235294117647059,78.00821917808219,1.0
318,1,0,0.596,1,0,1,0.3764705882352941,82.23013698630137,1.0
1365,1,0,0.2,1,0,1,0.4235294117647059,20.0,0.0
2143,1,0,0.29,1,0,1,0.7294117647058823,20.0,0.0
22,1,0,0.202,1,0,1,0.4470588235294118,20.0,0.0
2711,1,0,0.514,1,0,1,0.36470588235294116,84.05753424657534,1.0
2765,1,0,0.286,1,0,1,0.2823529411764706,20.0,0.0
2442,0,0,0.262,1,0,1,0.3176470588235294,20.0,0.0
18,1,0,0.64,1,0,1,0.611764705882353,81.38995433789954,1.0
2171,1,0,0.26,1,0,1,0.2823529411764706,20.0,0.0
979,1,0,0.306,1,0,1,0.32941176470588235,20.0,0.0
2320,1,0,0.314,1,0,1,0.36470588235294116,20.0,0.0
117,1,0,0.508,1,0,1,0.4235294117647059,83.46940639269407,1.0
1429,1,0,0.262,1,0,1,0.29411764705882354,20.0,0.0
1903,1,0,0.292,1,0,1,0.2823529411764706,20.0,0.0
1548,1,0,0.31,1,0,1,0.5176470588235295,20.0,0.0
2006,1,0,0.28,1,0,1,0.43529411764705883,20.0,0.0
530,1,0,0.77,1,0,1,0.8117647058823529,82.46118721461187,1.0
1803,1,0,0.478,1,0,1,0.24705882352941178,67.25200061914713,0.0
808,1,0,0.316,1,0,1,0.4117647058823529,20.0,0.0
1787,0,1,0.886,1,0,1,0.6235294117647059,81.22191780821917,1.0
959,1,0,0.24,1,0,1,0.35294117647058826,20.0,0.0
2371,0,0,0.488,1,0,0,0.49411764705882355,20.0,0.0
2345,1,0,0.28,1,0,1,0.5882352941176471,20.0,0.0
2402,1,0,0.488,1,0,1,0.43529411764705883,75.34682712414117,1.0
1050,1,0,0.42,1,0,1,0.3176470588235294,20.0,0.0
1575,0,0,0.418,1,0,1,0.611764705882353,20.0,0.0
518,1,0,0.84,1,0,1,0.5764705882352941,79.60456621004566,1.0
2237,1,0,0.198,1,0,1,0.49411764705882355,20.0,0.0
733,0,0,0.0,0,0,0,0.5882352941176471,81.72602739726027,1.0
2070,0,1,0.358,1,0,0,0.43529411764705883,20.0,0.0
1882,1,0,0.372,1,0,1,0.2823529411764706,65.56786931635475,0.0
1982,0,1,0.264,1,0,1,0.35294117647058826,20.0,0.0
775,1,0,0.276,1,0,1,0.3764705882352941,20.0,0.0
543,1,0,0.484,1,0,1,0.32941176470588235,78.00821917808219,1.0
654,1,0,0.31,1,0,1,0.29411764705882354,20.0,0.0
1813,0,0,0.56,1,0,1,0.49411764705882355,20.0,0.0
806,1,0,0.272,1,0,1,0.49411764705882355,20.0,0.0
1644,1,0,0.544,1,0,1,0.25882352941176473,78.7013698630137,1.0
1069,1,0,0.374,1,0,1,0.32941176470588235,20.0,0.0
626,1,0,0.364,1,0,1,0.49411764705882355,76.35620502522174,1.0
2587,1,0,0.414,1,0,0,0.2823529411764706,20.0,0.0
1946,1,0,0.87,1,0,1,0.35294117647058826,81.72602739726027,1.0
1226,1,0,0.458,1,0,1,0.23529411764705882,79.1634703196347,1.0
1769,1,0,0.788,1,0,1,0.3411764705882353,77.2730593607306,1.0
1874,1,1,0.286,1,0,1,0.36470588235294116,20.0,0.0
2398,1,0,0.62,1,0,1,0.2235294117647059,39.88756379264035,0.0
2319,1,0,0.306,1,0,1,0.4,20.0,0.0
367,1,0,0.518,1,0,1,0.23529411764705882,81.11689497716895,1.0
2530,1,0,0.46,1,0,1,0.5529411764705883,78.76438356164384,1.0
323,1,0,0.338,1,0,1,0.3176470588235294,20.0,0.0
1936,1,0,0.758,1,0,1,0.3176470588235294,82.54520547945205,1.0
2178,1,0,0.286,1,0,1,0.7764705882352941,20.0,0.0
2312,1,0,0.57,1,0,1,0.24705882352941178,82.87627721069076,1.0
982,1,0,0.456,1,0,1,0.3764705882352941,70.63469091058009,0.0
1231,1,0,0.0,0,0,0,0.5882352941176471,81.3689497716895,1.0
71,1,0,0.582,1,0,1,0.5176470588235295,83.15433789954338,1.0
2266,1,0,0.286,1,0,1,0.6235294117647059,20.0,0.0
734,1,0,0.486,1,0,1,0.29411764705882354,20.0,0.0
881,1,0,0.672,1,0,1,0.4117647058823529,79.87762557077626,1.0
2747,1,0,0.884,1,0,1,0.32941176470588235,82.14611872146119,1.0
1320,1,0,0.39,1,0,1,0.32941176470588235,20.0,0.0
1263,1,0,0.326,1,0,1,0.6235294117647059,20.0,0.0
1629,1,0,0.336,1,0,0,0.27058823529411763,20.0,0.0
872,1,0,0.518,1,0,1,0.4235294117647059,80.07043378995432,1.0
967,1,0,0.24,1,0,1,0.23529411764705882,20.0,0.0
1791,0,1,0.82,1,0,1,0.9411764705882353,82.88127853881278,1.0
2446,1,0,0.758,1,0,1,0.7176470588235294,79.18447488584475,1.0
101,0,1,0.616,1,0,1,0.3764705882352941,82.25114155251141,1.0
1300,1,0,0.332,1,0,1,0.27058823529411763,20.0,0.0
1368,1,0,0.41,1,0,1,0.3176470588235294,17.36898593968985,0.0
1092,1,0,0.34,1,0,1,0.35294117647058826,81.68401826484018,1.0
1046,1,1,0.606,1,0,1,0.4470588235294118,79.91963470319635,1.0
2370,1,1,0.358,1,0,0,0.4588235294117647,20.0,0.0
1899,1,0,0.472,1,0,1,0.6,20.0,0.0
2305,1,0,0.286,1,0,1,0.24705882352941178,20.0,0.0
362,1,0,0.218,1,0,1,0.5294117647058824,20.0,0.0
1915,1,0,0.672,1,0,0,0.3764705882352941,20.0,0.0
602,1,0,0.694,1,0,1,0.7058823529411765,81.0958904109589,1.0
268,1,0,0.888,1,0,1,0.3764705882352941,78.72237442922375,1.0
1045,0,1,0.468,1,0,1,0.6705882352941176,85.4648401826484,1.0
2115,1,0,0.524,1,0,1,0.2823529411764706,79.28949771689497,1.0
1596,1,0,0.77,1,0,1,0.3058823529411765,84.79269406392694,1.0
2540,1,0,0.328,1,0,1,0.4235294117647059,77.71415525114155,1.0
873,1,0,0.318,1,0,1,0.27058823529411763,20.0,0.0
36,1,0,0.448,1,0,0,0.25882352941176473,74.17107346464564,1.0
2333,1,0,0.286,1,0,1,0.43529411764705883,20.0,0.0
2756,1,0,0.286,1,0,1,0.3058823529411765,20.0,0.0
986,1,0,0.258,1,0,1,0.5176470588235295,20.0,0.0
1459,1,0,0.322,1,0,1,0.5176470588235295,20.0,0.0
176,1,0,0.606,1,0,0,0.27058823529411763,78.11324200913242,1.0
2519,0,0,0.304,1,0,1,0.4235294117647059,68.85832596847843,0.0
236,1,0,0.67,1,0,1,0.611764705882353,79.75159817351599,1.0
2546,1,0,0.454,1,0,1,0.4470588235294118,81.93607305936074,1.0
551,1,0,0.728,1,0,1,0.5294117647058824,79.28949771689497,1.0
1738,1,0,0.304,1,0,1,0.25882352941176473,54.89887046383082,0.0
391,1,0,0.24,1,0,1,0.3764705882352941,20.0,0.0
423,0,0,0.492,1,0,1,0.6823529411764706,83.67945205479452,1.0
2376,1,0,0.286,1,0,1,0.2235294117647059,20.0,0.0
975,1,0,0.58,1,0,1,0.25882352941176473,81.20091324200914,1.0
1752,1,1,0.286,1,0,1,0.5058823529411764,20.0,0.0
832,1,0,0.238,1,0,1,0.4,20.0,0.0
2634,0,1,0.392,1,0,1,0.3176470588235294,64.9180272319676,0.0
2421,1,0,0.32,1,0,1,0.5058823529411764,20.0,0.0
2155,1,0,0.252,1,0,1,0.38823529411764707,20.0,0.0
1636,1,0,0.3,1,0,0,0.4588235294117647,20.0,0.0
2304,1,0,0.494,1,0,1,0.5647058823529412,20.0,0.0
2130,1,0,0.522,1,0,0,0.29411764705882354,81.85205479452055,1.0
1623,1,0,0.528,1,0,1,0.5882352941176471,20.0,0.0
1849,0,0,0.622,1,0,1,0.4117647058823529,81.57899543378996,1.0
1458,1,0,0.462,1,0,1,0.4823529411764706,80.19269406392694,1.0
1032,1,0,0.302,1,0,1,0.35294117647058826,20.0,0.0
1866,1,0,0.28,1,0,1,0.4235294117647059,20.0,0.0
702,1,0,0.314,1,0,0,0.38823529411764707,84.1964815605314,1.0
1916,1,0,0.286,1,0,1,0.23529411764705882,81.53698630136986,1.0
2507,1,0,0.286,1,0,1,0.24705882352941178,20.0,0.0
1121,1,0,0.272,1,0,1,0.35294117647058826,79.14246575342466,1.0
2588,1,0,0.358,1,0,1,0.25882352941176473,79.7095890410959,1.0
2744,1,0,0.484,1,0,1,0.25882352941176473,65.4186192326041,0.0
2685,1,0,0.444,1,0,1,0.25882352941176473,64.76855677820197,0.0
821,1,0,0.286,1,0,1,0.24705882352941178,20.0,0.0
972,1,0,0.398,1,0,0,0.49411764705882355,20.0,0.0
836,1,0,0.286,1,0,1,0.6705882352941176,20.0,0.0
2104,1,0,0.106,1,0,1,0.3058823529411765,20.0,0.0
2277,1,0,0.342,1,0,1,0.29411764705882354,52.21910197869103,0.0
386,1,0,0.67,1,0,1,0.25882352941176473,34.06526167896031,0.0
619,0,0,0.36,1,0,1,0.32941176470588235,20.0,0.0
2233,1,0,0.312,1,0,1,0.4470588235294118,20.0,0.0
443,1,0,0.486,1,0,1,0.5529411764705883,78.89041095890411,1.0
2565,1,0,0.806,1,0,1,0.32941176470588235,82.54520547945205,1.0
620,1,1,0.308,1,0,1,0.5882352941176471,20.0,0.0
1071,1,0,0.298,1,0,1,0.2823529411764706,65.49908675799087,0.0
291,1,0,0.316,1,0,1,0.27058823529411763,85.08675799086758,1.0
2533,0,1,0.802,1,0,1,0.7058823529411765,81.68401826484018,1.0
2162,1,0,0.28,1,0,1,0.4,20.0,0.0
2080,1,0,0.628,1,0,1,0.4823529411764706,20.0,0.0
161,1,0,0.368,1,0,1,0.36470588235294116,48.89574913595197,0.0
1397,1,0,0.816,1,0,1,0.4588235294117647,80.80182648401826,1.0
142,1,1,0.27,1,0,1,0.4588235294117647,20.0,0.0
1900,1,0,0.19,1,0,1,0.32941176470588235,20.0,0.0
2012,1,0,0.264,1,0,0,0.32941176470588235,20.0,0.0
1219,1,0,0.382,1,0,1,0.4117647058823529,20.0,0.0
991,0,1,0.286,1,0,1,0.3411764705882353,20.0,0.0
1588,0,0,0.57,1,0,1,0.7764705882352941,83.84748858447489,1.0
1012,1,0,0.286,1,0,1,0.6235294117647059,20.0,0.0
1688,1,0,0.44,1,0,1,0.4588235294117647,83.55342465753425,1.0
545,0,1,0.378,1,0,1,0.23529411764705882,20.0,0.0
103,1,0,0.402,1,0,1,0.32941176470588235,79.81461187214612,1.0
1754,0,0,0.172,1,0,1,0.3411764705882353,20.0,0.0
1353,1,0,0.304,1,0,1,0.611764705882353,20.0,0.0
1648,1,0,0.188,1,0,1,0.4235294117647059,20.0,0.0
1250,0,0,0.436,1,0,1,0.6941176470588235,84.01552511415525,1.0
2350,1,0,0.578,1,0,1,0.5411764705882353,85.33881278538813,1.0
1902,1,0,0.41,1,0,1,0.24705882352941178,72.79654029064591,0.0
7,1,0,0.9,1,0,1,0.6588235294117647,81.49497716894977,1.0
2788,1,0,0.456,1,0,1,0.4117647058823529,84.35159817351598,1.0
272,1,0,0.216,1,0,0,0.32941176470588235,20.0,0.0
2466,1,0,0.626,1,0,1,0.25882352941176473,79.91963470319635,1.0
1998,1,0,0.274,1,0,1,0.4823529411764706,20.0,0.0
2429,0,0,0.3,1,0,1,0.6235294117647059,20.0,0.0
696,1,0,0.266,1,0,1,0.5411764705882353,20.0,0.0
305,1,0,0.392,1,0,1,0.4470588235294118,20.0,0.0
1786,1,0,0.378,1,0,0,0.4470588235294118,20.0,0.0
1839,1,0,0.238,1,0,1,0.35294117647058826,20.0,0.0
2430,1,0,0.572,1,0,1,0.5647058823529412,20.0,0.0
109,1,0,0.306,1,0,1,0.5294117647058824,20.0,0.0
1724,1,0,0.286,1,0,0,0.25882352941176473,20.0,0.0
549,1,0,0.588,1,0,1,0.4117647058823529,79.22648401826484,1.0
188,1,0,0.574,1,0,1,0.3764705882352941,77.63013698630137,1.0
62,1,0,0.682,1,0,1,0.24705882352941178,84.93972602739726,1.0
1971,1,0,0.286,1,0,1,0.6,20.0,0.0
255,1,0,0.9,1,0,1,0.5411764705882353,82.14611872146119,1.0
2364,1,0,0.242,1,0,0,0.4,20.0,0.0
544,1,0,0.516,1,0,0,0.5411764705882353,20.0,0.0
345,1,0,0.298,1,0,1,0.27058823529411763,20.0,0.0
355,0,0,0.638,1,0,1,0.24705882352941178,79.49954337899544,1.0
670,1,0,0.762,1,0,1,0.7058823529411765,79.31050228310502,1.0
39,0,0,0.426,1,0,1,0.35294117647058826,20.0,0.0
2166,0,1,0.534,1,0,1,0.25882352941176473,83.42739726027398,1.0
2061,1,0,0.672,1,0,1,0.2823529411764706,78.49132420091324,1.0
1828,1,1,0.396,1,0,1,0.27058823529411763,78.55433789954338,1.0
744,0,0,0.804,1,0,1,0.29411764705882354,82.71324200913241,1.0
1023,0,1,0.346,1,0,1,0.36470588235294116,20.0,0.0
2473,1,0,0.65,1,0,1,0.4470588235294118,82.27214611872147,1.0
1154,1,0,0.504,1,0,0,0.25882352941176473,69.90442788511594,0.0
1379,0,1,0.474,1,0,1,0.23529411764705882,62.073230593607306,0.0
977,1,0,0.286,1,0,0,0.3058823529411765,20.0,0.0
1901,1,0,0.24,1,0,0,0.29411764705882354,20.0,0.0
2296,1,0,0.74,1,0,1,0.32941176470588235,81.57899543378996,1.0
1302,1,0,0.284,1,0,1,0.3176470588235294,20.0,0.0
1574,1,0,0.446,1,0,1,0.3411764705882353,80.96986301369863,1.0
1059,1,0,0.286,1,0,1,0.6588235294117647,20.0,0.0
805,1,0,0.326,1,0,1,0.32941176470588235,20.0,0.0
285,1,0,0.322,1,0,1,0.3764705882352941,20.0,0.0
776,0,1,0.0,0,0,0,0.6,79.03744292237442,1.0
916,1,0,0.478,1,0,1,0.24705882352941178,78.42831050228311,1.0
2447,1,0,0.346,1,0,0,0.29411764705882354,20.0,0.0
2293,0,0,0.364,1,0,0,0.4117647058823529,20.0,0.0
1558,1,0,0.34,1,0,1,0.24705882352941178,78.26027397260275,1.0
2549,1,0,0.212,1,0,1,0.3764705882352941,77.67214611872146,1.0
1280,1,0,0.286,1,0,1,0.2235294117647059,20.0,0.0
247,1,0,0.32,1,0,1,0.36470588235294116,20.0,0.0
561,1,0,0.664,1,0,1,0.2823529411764706,78.72237442922375,1.0
43,1,0,0.526,1,0,1,0.29411764705882354,20.0,0.0
1877,1,0,0.446,1,0,1,0.4117647058823529,73.20593029304665,0.0
2043,0,0,0.558,1,0,1,0.6823529411764706,77.81917808219178,1.0
784,1,0,0.246,1,0,1,0.24705882352941178,20.0,0.0
556,1,0,0.292,1,0,1,0.2823529411764706,20.0,0.0
1862,1,0,0.596,1,0,1,0.4117647058823529,84.60365296803653,1.0
333,1,0,0.514,1,0,1,0.7411764705882353,20.0,0.0
743,1,0,0.56,1,0,1,0.4,38.34432564873594,0.0
2689,1,0,0.184,1,0,1,0.38823529411764707,20.0,0.0
1456,1,0,0.204,1,0,1,0.4588235294117647,20.0,0.0
1395,0,0,0.346,1,0,1,0.4235294117647059,81.30242614292789,1.0
2673,1,0,0.326,1,0,1,0.5058823529411764,20.0,0.0
2241,1,0,0.162,1,0,1,0.5176470588235295,20.0,0.0
908,0,0,0.38,1,0,1,0.38823529411764707,78.76438356164384,1.0
1542,1,0,0.512,1,0,1,0.6941176470588235,78.57534246575342,1.0
598,1,0,0.286,1,0,1,0.6352941176470588,80.04566210045662,1.0
701,1,0,0.396,1,0,1,0.27058823529411763,37.82374429223744,0.0
645,1,1,0.278,1,0,1,0.5294117647058824,73.23470319634703,0.0
1372,1,0,0.822,1,0,1,0.6,80.80182648401826,1.0
1436,1,0,0.572,1,0,1,0.24705882352941178,55.47082349236341,0.0
85,1,1,0.532,1,0,0,0.4,20.0,0.0
453,1,0,0.494,1,0,1,0.23529411764705882,69.40627853881278,0.0
936,1,0,0.292,1,0,1,0.5529411764705883,39.47751141552511,0.0
1700,0,0,0.332,1,0,1,0.49411764705882355,20.0,0.0
2648,1,0,0.424,1,0,1,0.35294117647058826,78.91141552511415,1.0
1399,0,0,0.338,1,0,0,0.2823529411764706,81.72602739726027,1.0
948,1,0,0.488,1,0,1,0.2823529411764706,81.11689497716895,1.0
1955,1,0,0.374,1,0,1,0.5647058823529412,20.0,0.0
2763,0,1,0.516,1,0,1,0.2823529411764706,77.42009132420091,1.0
213,1,0,0.458,1,0,1,0.27058823529411763,77.9662100456621,1.0
585,1,0,0.702,1,0,1,0.5529411764705883,77.94520547945206,1.0
434,1,0,0.662,1,0,1,0.5058823529411764,80.99086757990868,1.0
1707,1,0,0.588,1,0,1,0.25882352941176473,80.48675799086757,1.0
435,1,0,0.37,1,0,0,0.27058823529411763,20.0,0.0
1693,1,1,0.386,1,0,1,0.5176470588235295,77.08401826484018,1.0
884,1,0,0.356,1,0,0,0.25882352941176473,20.0,0.0
2101,1,0,0.43,1,0,0,0.611764705882353,20.0,0.0
1760,1,0,0.268,1,0,1,0.32941176470588235,20.0,0.0
1330,1,0,0.284,1,0,0,0.4470588235294118,20.0,0.0
542,1,0,0.598,1,0,1,0.29411764705882354,80.3607305936073,1.0
1466,0,1,0.384,1,0,1,0.25882352941176473,20.0,0.0
652,1,0,0.36,1,0,1,0.3176470588235294,20.0,0.0
114,1,0,0.286,1,0,1,0.5529411764705883,20.0,0.0
129,1,0,0.706,1,0,1,0.6,20.0,0.0
730,1,0,0.33,1,0,1,0.3058823529411765,20.0,0.0
1174,0,0,0.314,1,0,1,0.2823529411764706,20.0,0.0
1515,1,0,0.286,1,0,0,0.5882352941176471,20.0,0.0
1782,0,1,0.334,1,0,1,0.38823529411764707,20.0,0.0
2725,1,0,0.718,1,0,1,0.3411764705882353,80.19269406392694,1.0
2637,1,0,0.452,1,0,1,0.5647058823529412,78.84840182648402,1.0
1980,1,0,0.566,1,0,1,0.38823529411764707,80.88584474885845,1.0
2254,1,0,0.448,1,0,1,0.3764705882352941,62.23205960105744,0.0
507,1,0,0.276,1,0,1,0.38823529411764707,20.0,0.0
1514,1,1,0.262,1,0,1,0.4117647058823529,20.0,0.0
2728,1,0,0.58,1,0,0,0.3058823529411765,84.30958904109589,1.0
210,1,0,0.546,1,0,1,0.4,20.0,0.0
2126,0,1,0.484,1,0,1,0.5411764705882353,78.15525114155251,1.0
416,1,0,0.356,1,0,1,0.32941176470588235,20.0,0.0
394,1,0,0.35,1,0,1,0.43529411764705883,20.0,0.0
950,1,0,0.4,1,0,1,0.3764705882352941,81.93607305936074,1.0
2060,1,0,0.362,1,0,0,0.38823529411764707,79.3945205479452,1.0
1445,1,0,0.628,1,0,1,0.3411764705882353,77.56712328767124,1.0
2158,1,1,0.22,1,0,0,0.32941176470588235,20.0,0.0
2256,1,0,0.202,1,0,0,0.5058823529411764,20.0,0.0
879,1,0,0.286,1,0,1,0.4,67.70956553854418,0.0
1102,1,0,0.296,1,0,1,0.5882352941176471,20.0,0.0
809,1,0,0.27,1,0,1,0.29411764705882354,20.0,0.0
79,1,0,0.354,1,0,1,0.2823529411764706,81.43196347031963,1.0
1652,1,0,0.792,1,0,1,0.24705882352941178,79.20547945205479,1.0
1703,1,0,0.224,1,0,0,0.4117647058823529,20.0,0.0
2413,1,0,0.316,1,0,0,0.3176470588235294,20.0,0.0
1284,0,1,0.874,1,0,1,0.6588235294117647,78.89041095890411,1.0
2073,1,0,0.314,1,0,1,0.5058823529411764,20.0,0.0
1225,1,0,0.478,1,0,1,0.4823529411764706,79.18447488584475,1.0
582,1,0,0.312,1,0,1,0.5529411764705883,49.4415707762557,0.0
481,0,1,0.286,1,0,1,0.5647058823529412,20.0,0.0
1211,1,0,0.244,1,0,1,0.5529411764705883,20.0,0.0
219,1,0,0.512,1,0,1,0.7411764705882353,82.67123287671232,1.0
1672,1,0,0.7,1,0,1,0.4117647058823529,80.52876712328766,1.0
938,1,0,0.384,1,0,1,0.5176470588235295,20.0,0.0
2617,1,0,0.31,1,0,1,0.32941176470588235,20.0,0.0
1064,1,0,0.498,1,0,1,0.29411764705882354,80.79297400243225,1.0
78,1,0,0.286,1,0,1,0.35294117647058826,20.0,0.0
1106,1,0,0.556,1,0,1,0.3176470588235294,83.97351598173516,1.0
2252,1,0,0.58,1,0,1,0.3058823529411765,82.67123287671232,1.0
1861,0,1,0.346,1,0,1,0.5176470588235295,20.0,0.0
2228,1,0,0.362,1,0,1,0.5058823529411764,83.91050228310502,1.0
629,1,0,0.218,1,0,1,0.6352941176470588,20.0,0.0
1007,1,0,0.428,1,0,1,0.2823529411764706,81.97808219178083,1.0
2339,1,0,0.202,1,0,1,0.36470588235294116,20.0,0.0
2375,1,0,0.286,1,0,1,0.25882352941176473,77.7351598173516,1.0
772,1,0,0.27,1,0,1,0.3764705882352941,20.0,0.0
2674,1,0,0.332,1,0,1,0.24705882352941178,20.0,0.0
1181,1,0,0.586,1,0,1,0.35294117647058826,78.61735159817351,1.0
313,1,0,0.5,1,0,1,0.2823529411764706,77.25205479452055,1.0
2743,1,0,0.406,1,0,1,0.4588235294117647,80.16231277084607,1.0
2169,1,0,0.6,1,0,1,0.24705882352941178,81.53698630136986,1.0
2182,1,0,0.256,1,0,1,0.35294117647058826,20.0,0.0
756,1,0,0.346,1,0,1,0.32941176470588235,20.0,0.0
21,1,0,0.248,1,0,0,0.3764705882352941,20.0,0.0
2562,1,0,0.534,1,0,1,0.3764705882352941,78.7143776643246,1.0
1327,1,0,0.434,1,0,1,0.3764705882352941,77.88219178082191,1.0
1925,1,0,0.284,1,0,0,0.5411764705882353,20.0,0.0
2721,1,0,0.37,1,0,0,0.49411764705882355,20.0,0.0
1893,1,1,0.64,1,0,0,0.6823529411764706,20.0,0.0
1208,1,0,0.286,1,0,1,0.24705882352941178,20.0,0.0
95,1,0,0.286,1,0,1,0.4117647058823529,20.0,0.0
498,0,0,0.812,1,0,1,0.23529411764705882,82.44018264840183,1.0
2193,1,0,0.48,1,0,1,0.2823529411764706,79.05844748858448,1.0
2288,1,0,0.408,1,0,1,0.611764705882353,84.56164383561644,1.0
347,1,0,0.29,1,0,1,0.49411764705882355,20.0,0.0
2509,1,0,0.284,1,0,1,0.5529411764705883,20.0,0.0
1961,1,0,0.322,1,0,1,0.25882352941176473,20.0,0.0
748,1,0,0.268,1,0,1,0.7294117647058823,20.0,0.0
1194,1,1,0.518,1,0,1,0.27058823529411763,20.0,0.0
