,is_employed,self_employed,credit_score,eviction,pets,criminal,age,score,is_good
3827,1,0,0.494,1,0,1,23,,
683,1,0,0.898,1,0,1,50,81.47397260273972,1.0
1547,1,0,0.42,1,0,1,26,20.0,0.0
3816,1,0,0.506,1,0,1,25,20.0,0.0
3166,0,0,0.518,1,0,1,70,81.8730593607306,1.0
18,1,0,0.64,1,0,1,52,81.24292237442923,1.0
4027,1,0,0.886,1,0,1,61,82.44018264840183,1.0
3632,1,0,0.33,1,0,0,35,81.49497716894977,1.0
1020,1,0,0.622,1,0,1,25,20.0,0.0
94,1,0,0.276,1,0,1,30,20.0,0.0
3449,0,1,0.548,1,0,0,35,76.04223231234928,1.0
1152,1,0,0.318,1,0,1,61,20.0,0.0
302,1,0,0.468,1,0,1,30,20.0,0.0
1949,1,0,0.442,1,0,1,31,,
2626,1,0,0.816,1,0,1,52,84.12054794520549,1.0
462,1,0,0.518,1,0,1,39,82.2931506849315,1.0
3981,1,0,0.478,1,0,1,26,,
241,1,0,0.0,0,0,0,30,,
4306,1,0,0.24,1,0,0,22,20.0,0.0
2707,1,0,0.304,1,0,1,36,20.0,0.0
403,1,1,0.708,1,0,1,43,,
208,1,0,0.414,1,0,1,32,20.0,0.0
1475,0,0,0.286,1,0,1,31,20.0,0.0
1542,1,0,0.356,1,0,1,60,65.26804057057421,0.0
458,1,0,0.614,1,0,1,21,20.0,0.0
444,1,0,0.774,1,0,1,54,80.23470319634703,1.0
3542,1,0,0.0,0,0,0,32,68.61798846431147,0.0
4068,1,0,0.6,1,0,1,21,81.38995433789954,1.0
4286,1,0,0.336,1,0,1,25,20.0,0.0
3002,1,0,0.576,1,0,1,20,,
4129,1,0,0.328,1,0,1,41,58.4188920063817,0.0
4167,1,0,0.564,1,0,1,29,20.0,0.0
932,1,0,0.352,1,0,1,27,,
3682,1,0,0.734,1,0,1,28,20.0,0.0
3578,1,0,0.332,1,0,1,48,63.794390084801044,0.0
1533,1,0,0.782,1,0,1,69,20.0,0.0
3714,1,0,0.284,1,0,1,39,20.0,0.0
4477,1,0,0.752,1,0,1,36,,
2275,1,0,0.334,1,0,1,35,20.0,0.0
2935,0,0,0.568,1,0,1,28,78.72237442922375,1.0
560,1,0,0.364,1,0,1,44,20.0,0.0
2268,1,0,0.0,0,0,0,21,,
679,1,0,0.636,1,0,1,29,,
3821,1,0,0.732,1,0,1,55,80.29771689497717,1.0
2899,1,0,0.304,1,0,1,35,20.0,0.0
654,1,0,0.522,1,0,1,22,,
351,1,0,0.426,1,0,1,41,20.0,0.0
1586,1,0,0.514,1,0,1,30,,
1396,1,0,0.476,1,0,1,44,82.1041095890411,1.0
353,1,0,0.264,1,0,1,37,20.0,0.0
119,1,0,0.9,1,0,1,58,,
2800,1,0,0.498,1,0,1,24,79.75159817351599,1.0
2374,1,0,0.68,1,0,1,53,82.94429223744292,1.0
1066,1,0,0.62,1,0,1,44,,
1615,1,0,0.28,1,0,1,24,20.0,0.0
2752,1,0,0.806,1,0,1,25,81.24292237442923,1.0
328,0,1,0.51,1,0,1,34,,
358,1,0,0.504,1,0,1,22,,
2789,1,0,0.604,1,0,1,30,81.8310502283105,1.0
639,1,1,0.454,1,0,1,28,77.67214611872146,1.0
1489,1,1,0.128,1,0,1,38,20.0,0.0
3124,0,0,0.86,1,0,1,25,,
1527,1,0,0.736,1,0,1,22,20.0,0.0
1439,1,0,0.246,1,0,1,30,20.0,0.0
818,0,0,0.264,1,0,1,60,20.0,0.0
1147,1,0,0.594,1,0,1,23,79.58356164383562,1.0
556,1,0,0.284,1,0,0,37,20.0,0.0
1334,1,0,0.298,1,0,1,45,20.0,0.0
874,1,0,0.366,1,0,1,23,20.0,0.0
620,1,0,0.236,1,0,1,33,20.0,0.0
3562,1,0,0.318,1,0,0,37,20.0,0.0
2997,1,0,0.286,1,0,1,45,,
1594,1,0,0.694,1,0,1,25,81.51598173515981,1.0
2873,1,0,0.426,1,0,1,33,,
2143,1,0,0.508,1,0,1,36,,
4311,1,0,0.602,1,0,1,52,67.01816824727784,0.0
1675,1,0,0.81,1,0,1,42,,
4334,1,0,0.378,1,0,1,51,20.0,0.0
4143,1,0,0.784,1,0,1,31,,
38,1,0,0.0,0,0,0,32,,
2755,1,0,0.38,1,0,1,52,20.0,0.0
26,1,0,0.506,1,0,1,23,20.0,0.0
1477,1,0,0.514,1,0,1,45,20.0,0.0
3217,1,0,0.576,1,0,1,38,,
2939,1,0,0.512,1,0,1,35,,
3973,1,0,0.348,1,0,1,32,20.0,0.0
2688,1,0,0.326,1,0,1,45,20.0,0.0
3381,1,0,0.288,1,0,0,27,20.0,0.0
2370,1,0,0.0,0,0,0,33,20.0,0.0
2384,1,0,0.416,1,0,1,35,20.0,0.0
3589,1,0,0.37,1,0,1,36,20.0,0.0
3754,1,0,0.628,1,0,1,26,78.33306317814092,1.0
4290,0,1,0.76,1,0,1,27,20.0,0.0
1037,1,0,0.32,1,0,1,53,,
1327,0,0,0.286,1,0,1,36,20.0,0.0
2802,0,0,0.486,1,0,0,21,20.0,0.0
954,1,0,0.28,1,0,1,36,,
3352,0,0,0.372,1,0,1,50,,
4444,1,0,0.834,1,0,1,40,,
1191,1,0,0.792,1,0,1,26,85.27579908675798,1.0
439,1,0,0.536,1,0,0,30,20.0,0.0
3638,1,0,0.342,1,0,1,39,,
3000,1,0,0.316,1,0,1,51,20.0,0.0
2016,1,1,0.16,1,0,0,24,20.0,0.0
421,1,0,0.402,1,0,1,25,,
1772,1,0,0.454,1,0,0,31,20.0,0.0
2687,1,0,0.286,1,0,1,33,,
2897,1,0,0.0,0,0,0,26,,
4526,1,0,0.778,1,0,1,29,83.59543378995434,1.0
2721,1,0,0.68,1,0,1,25,,
1340,1,0,0.286,1,0,1,19,20.0,0.0
4560,1,0,0.828,1,0,1,48,,
1824,1,0,0.208,1,0,1,29,20.0,0.0
1975,1,0,0.286,1,0,1,47,,
3795,1,0,0.308,1,0,1,37,20.0,0.0
1207,1,1,0.866,1,0,1,35,20.0,0.0
131,1,0,0.37,1,0,1,27,20.0,0.0
2801,1,0,0.588,1,0,1,35,79.22648401826484,1.0
2712,1,0,0.84,1,0,1,48,20.0,0.0
548,1,0,0.416,1,0,0,41,20.0,0.0
255,1,0,0.732,1,0,1,52,20.0,0.0
4284,1,0,0.336,1,0,1,34,20.0,0.0
2414,1,0,0.238,1,0,1,31,81.32694063926941,1.0
2339,1,0,0.416,1,0,1,36,20.0,0.0
1620,1,0,0.604,1,0,1,24,,
2277,1,0,0.37,1,0,0,42,20.0,0.0
4554,1,0,0.592,1,0,1,27,77.79817351598173,1.0
3451,1,0,0.798,1,0,1,54,82.2931506849315,1.0
2207,1,1,0.272,1,0,1,37,,
2924,1,0,0.606,1,0,1,24,78.17625570776255,1.0
2919,0,0,0.286,1,0,1,32,,
1904,0,1,0.436,1,0,1,37,20.0,0.0
182,0,0,0.0,0,0,0,22,,
4417,1,0,0.412,1,0,1,21,20.0,0.0
1699,0,0,0.558,1,0,1,58,77.67214611872146,1.0
1155,1,0,0.344,1,0,1,34,20.0,0.0
2208,0,1,0.286,1,0,1,53,20.0,0.0
3425,1,0,0.144,1,0,1,47,20.0,0.0
2598,1,0,0.86,1,0,1,45,20.0,0.0
2916,1,0,0.864,1,0,1,49,58.38173515981735,0.0
4456,1,0,0.366,1,0,1,36,20.0,0.0
3797,1,0,0.484,1,0,1,54,20.0,0.0
2772,1,0,0.286,1,0,1,26,20.0,0.0
2046,1,0,0.52,1,0,1,55,20.0,0.0
931,1,1,0.316,1,0,1,34,20.0,0.0
2486,0,0,0.3,1,0,1,36,20.0,0.0
4314,1,0,0.606,1,0,1,34,58.91057164325761,0.0
1375,1,1,0.294,1,0,0,32,20.0,0.0
3390,1,0,0.286,1,0,1,30,,
2739,1,0,0.406,1,0,1,24,,
2333,1,0,0.226,1,0,0,30,20.0,0.0
3920,1,0,0.612,1,0,1,22,79.1214611872146,1.0
4331,1,0,0.288,1,0,1,36,78.40730593607306,1.0
400,1,0,0.332,1,0,0,25,,
3355,1,0,0.798,1,0,1,29,20.0,0.0
3307,1,0,0.356,1,0,1,25,20.0,0.0
4283,1,0,0.26,1,0,1,35,20.0,0.0
1143,1,0,0.0,0,0,0,59,,
710,0,1,0.768,1,0,1,32,,
602,1,0,0.36,1,0,1,30,85.38082191780822,1.0
4221,1,0,0.286,1,0,1,19,20.0,0.0
3320,1,0,0.334,1,0,0,26,20.0,0.0
1633,1,0,0.286,1,0,0,32,20.0,0.0
860,1,0,0.27,1,0,1,31,20.0,0.0
3809,1,1,0.32,1,0,1,29,53.85202793446146,0.0
1156,0,0,0.312,1,0,0,40,20.0,0.0
3699,1,0,0.606,1,0,1,51,,
4144,1,0,0.514,1,0,1,35,84.91872146118722,1.0
4279,1,0,0.346,1,0,0,25,20.0,0.0
3622,1,0,0.816,1,0,1,39,80.82283105022832,1.0
4083,0,0,0.196,1,0,1,39,20.0,0.0
323,1,0,0.452,1,0,1,56,,
553,1,0,0.588,1,0,1,19,66.78622605093443,0.0
2144,1,0,0.458,1,0,1,31,20.0,0.0
3122,1,0,0.26,1,0,1,28,20.0,0.0
1070,1,0,0.634,1,0,1,53,82.23013698630137,1.0
3136,0,0,0.55,1,0,1,20,79.01643835616439,1.0
4128,1,0,0.298,1,0,1,41,20.0,0.0
3707,1,0,0.266,1,0,1,24,20.0,0.0
2868,1,0,0.406,1,0,1,26,,
3143,0,1,0.346,1,0,1,31,20.0,0.0
3698,1,0,0.326,1,0,0,29,20.0,0.0
2823,0,1,0.32,1,0,1,29,73.12041364491002,0.0
826,1,0,0.322,1,0,0,34,,
1634,1,0,0.292,1,0,0,23,20.0,0.0
2482,1,0,0.392,1,0,1,30,20.0,0.0
1095,0,1,0.642,1,0,1,34,20.0,0.0
3394,1,0,0.342,1,0,1,44,20.0,0.0
1211,1,0,0.408,1,0,0,24,79.79360730593608,1.0
3312,1,0,0.46,1,0,1,22,,
4337,1,0,0.758,1,0,1,21,84.28858447488585,1.0
2340,1,0,0.646,1,0,1,25,81.17990867579908,1.0
2475,1,0,0.338,1,0,0,36,20.0,0.0
4396,1,0,0.41,1,0,1,40,,
730,0,0,0.28,1,0,1,58,20.0,0.0
2066,0,0,0.286,1,0,1,40,20.0,0.0
2757,1,0,0.0,0,0,0,39,,
852,0,1,0.286,1,0,1,29,20.0,0.0
631,0,0,0.804,1,0,1,25,82.71324200913241,1.0
1472,1,0,0.414,1,0,1,30,20.0,0.0
2368,1,0,0.55,1,0,1,25,,
3727,1,0,0.218,1,0,0,24,20.0,0.0
1697,1,0,0.444,1,0,1,26,,
1549,1,0,0.286,1,0,0,27,20.0,0.0
1584,1,0,0.286,1,0,1,20,81.38995433789954,1.0
344,1,0,0.412,1,0,1,28,,
3456,1,0,0.524,1,0,1,55,,
3705,1,0,0.446,1,0,1,27,,
656,0,1,0.0,0,0,0,51,78.89041095890411,1.0
2223,1,0,0.452,1,0,0,36,20.0,0.0
1972,1,0,0.486,1,0,0,37,81.07488584474886,1.0
2037,0,0,0.262,1,0,1,27,20.0,0.0
3408,1,0,0.796,1,0,1,29,20.0,0.0
2950,0,0,0.504,1,0,1,23,20.0,0.0
779,1,0,0.456,1,0,1,29,20.0,0.0
2513,1,0,0.4,1,0,0,39,79.20547945205479,1.0
1261,1,0,0.342,1,0,1,27,20.0,0.0
3666,1,0,0.848,1,0,1,50,,
2522,1,0,0.336,1,0,1,55,,
3653,1,0,0.192,1,0,1,21,20.0,0.0
2328,1,0,0.316,1,0,1,33,20.0,0.0
1766,1,0,0.286,1,0,1,19,20.0,0.0
471,1,1,0.302,1,0,1,23,68.18123883263847,0.0
2063,1,0,0.78,1,0,1,41,20.0,0.0
1554,1,1,0.0,0,0,0,21,,
896,1,0,0.442,1,0,1,41,83.28036529680365,1.0
3344,1,0,0.286,1,0,1,22,20.0,0.0
4513,1,0,0.39,1,0,0,42,20.0,0.0
1225,1,0,0.22,1,0,0,50,20.0,0.0
1847,1,0,0.286,1,0,1,21,,
4055,0,0,0.28,1,0,0,39,20.0,0.0
2610,1,0,0.268,1,0,1,28,20.0,0.0
82,1,0,0.388,1,0,1,32,,
1398,1,0,0.594,1,0,1,28,82.44018264840183,1.0
4180,1,0,0.76,1,0,1,53,78.89041095890411,1.0
124,0,0,0.286,1,0,1,22,,
960,1,0,0.494,1,0,1,48,82.08310502283105,1.0
2201,1,0,0.24,1,0,1,20,20.0,0.0
1328,0,0,0.652,1,0,1,33,,
19,1,1,0.294,1,0,1,30,20.0,0.0
622,1,0,0.37,1,0,1,33,20.0,0.0
673,1,0,0.658,1,0,1,45,,
3846,0,1,0.398,1,0,1,24,82.5662100456621,1.0
2680,1,0,0.286,1,0,0,27,20.0,0.0
1332,1,0,0.268,1,0,1,22,20.0,0.0
4366,1,0,0.454,1,0,1,38,81.78904109589041,1.0
3975,1,1,0.286,1,0,1,47,77.10502283105023,1.0
2734,1,0,0.336,1,0,1,40,63.63459575611066,0.0
2441,1,0,0.736,1,0,1,30,20.0,0.0
744,1,0,0.246,1,0,1,33,20.0,0.0
3091,0,0,0.366,1,0,1,42,20.0,0.0
3475,1,0,0.39,1,0,1,41,,
1179,1,0,0.316,1,0,1,25,20.0,0.0
2805,1,0,0.208,1,0,1,38,20.0,0.0
1532,1,0,0.0,0,0,0,31,,
2692,1,1,0.85,1,0,1,46,,
4361,1,0,0.29,1,0,1,25,20.0,0.0
2182,1,0,0.0,0,0,0,36,20.0,0.0
2221,1,0,0.312,1,0,1,33,20.0,0.0
3378,0,1,0.336,1,0,1,24,20.0,0.0
3924,1,0,0.63,1,0,1,23,42.19927301129537,0.0
409,1,1,0.266,1,0,1,36,20.0,0.0
3094,1,0,0.424,1,0,1,42,82.12511415525114,1.0
1017,1,0,0.748,1,0,1,55,,
544,1,0,0.31,1,0,1,25,20.0,0.0
4391,1,0,0.778,1,0,0,32,,
3173,1,0,0.0,0,0,0,30,,
3479,0,0,0.37,1,0,1,41,20.0,0.0
3329,1,0,0.486,1,0,1,48,,
1433,1,0,0.354,1,0,1,29,20.0,0.0
3,1,0,0.59,1,0,1,27,,
2910,1,0,0.264,2,0,1,36,20.0,0.0
2195,1,0,0.286,1,0,1,20,20.0,0.0
554,0,1,0.864,1,0,1,79,,
1276,1,0,0.444,1,0,1,30,68.02401946122711,0.0
4195,0,1,0.262,1,0,1,32,,
2538,1,0,0.756,1,0,1,24,79.1214611872146,1.0
1546,1,0,0.316,1,0,1,24,20.0,0.0
298,1,0,0.0,0,0,0,42,20.0,0.0
1522,0,0,0.21,1,0,1,21,20.0,0.0
3359,0,1,0.4,1,0,1,50,,
2445,1,0,0.222,1,0,1,23,20.0,0.0
310,1,0,0.432,1,0,1,30,73.49441211954613,0.0
1185,1,0,0.442,1,0,0,28,,
2311,1,0,0.286,1,0,1,26,20.0,0.0
3250,1,1,0.786,1,0,1,39,,
3471,1,0,0.184,1,0,0,24,20.0,0.0
2364,0,1,0.878,1,0,0,53,,
3672,1,0,0.344,1,0,1,24,20.0,0.0
2353,1,0,0.202,1,0,1,38,20.0,0.0
1565,1,0,0.66,1,0,1,46,80.29771689497717,1.0
4261,1,0,0.64,1,0,0,25,,
3557,1,0,0.378,1,0,1,26,20.0,0.0
3264,1,0,0.0,0,0,0,21,,
2596,1,0,0.326,1,0,1,45,20.0,0.0
2736,1,0,0.246,1,0,1,36,20.0,0.0
4140,0,0,0.21,1,0,1,21,20.0,0.0
2460,1,0,0.264,1,0,1,32,20.0,0.0
2977,1,0,0.326,1,0,1,33,20.0,0.0
2617,1,0,0.324,1,0,1,28,20.0,0.0
2104,1,1,0.376,1,0,1,25,20.0,0.0
2185,1,0,0.254,1,0,0,29,20.0,0.0
1879,1,0,0.752,1,0,1,40,84.43561643835616,1.0
3155,0,0,0.44,1,0,0,26,20.0,0.0
3117,1,0,0.31,1,0,1,30,20.0,0.0
641,0,0,0.31,1,0,1,69,20.0,0.0
2301,1,0,0.392,1,0,1,26,53.659258692380305,0.0
915,1,0,0.272,1,0,0,32,20.0,0.0
2710,0,0,0.286,1,0,0,59,20.0,0.0
2845,1,0,0.21,1,0,1,26,20.0,0.0
1728,0,1,0.358,1,0,0,37,20.0,0.0
1055,1,0,0.44,1,0,1,33,20.0,0.0
34,1,0,0.506,1,0,1,24,,
4146,1,0,0.36,1,0,0,33,20.0,0.0
364,1,0,0.662,1,0,1,43,80.84383561643835,1.0
2099,1,0,0.458,1,0,1,34,,
703,0,0,0.288,1,0,1,37,20.0,0.0
3760,1,0,0.342,1,0,0,55,,
1450,1,0,0.792,1,0,1,36,82.50319634703196,1.0
381,1,0,0.294,1,0,1,22,20.0,0.0
2860,1,0,0.54,1,0,1,41,,
1623,1,0,0.286,1,0,1,38,20.0,0.0
4025,1,0,0.664,1,0,1,25,20.0,0.0
1628,1,0,0.674,1,0,1,25,77.29406392694064,1.0
1272,1,0,0.0,0,0,0,44,,
3071,1,0,0.292,1,0,1,32,20.0,0.0
4035,1,0,0.0,0,0,0,58,,
1588,1,0,0.0,0,0,0,26,,
2463,1,0,0.396,1,0,1,41,83.09132420091325,1.0
2186,1,0,0.326,1,0,0,26,80.38173515981735,1.0
4507,1,0,0.704,1,0,1,32,78.00821917808219,1.0
1831,1,1,0.74,1,0,1,55,,
1929,0,0,0.286,1,0,1,22,,
3886,1,0,0.62,1,0,1,53,79.31050228310502,1.0
2850,1,0,0.34,1,0,1,25,20.0,0.0
2376,1,0,0.628,1,0,1,27,52.25222470001062,0.0
4006,0,1,0.264,1,0,1,23,20.0,0.0
3014,1,0,0.646,1,0,1,25,82.41917808219178,1.0
621,1,0,0.33,1,0,1,26,20.0,0.0
3805,0,0,0.328,1,0,1,35,20.0,0.0
1007,1,0,0.9,1,0,1,42,81.20091324200914,1.0
1858,1,0,0.48,1,0,0,38,20.0,0.0
2973,1,0,0.464,1,0,1,37,,
2490,1,0,0.644,1,0,1,29,79.60456621004566,1.0
502,0,0,0.652,1,0,1,32,82.88127853881278,1.0
1108,1,0,0.704,1,0,1,27,81.11689497716895,1.0
1617,1,0,0.498,1,0,1,27,20.0,0.0
4498,0,0,0.326,1,0,0,63,20.0,0.0
866,1,0,0.286,1,0,1,26,85.52785388127853,1.0
3983,0,1,0.388,1,0,1,42,20.0,0.0
4415,1,0,0.36,1,0,1,30,20.0,0.0
774,1,0,0.488,1,0,1,22,,
993,0,1,0.24,1,0,1,31,78.13424657534246,1.0
191,1,0,0.512,1,0,1,53,20.0,0.0
2611,1,0,0.632,1,0,1,32,20.0,0.0
2998,1,0,0.286,1,0,1,22,20.0,0.0
831,1,0,0.426,1,0,0,34,,
3068,1,0,0.548,1,0,1,20,,
767,1,0,0.676,1,0,1,25,83.97351598173516,1.0
2745,1,0,0.27,1,0,1,21,20.0,0.0
2493,1,0,0.654,1,0,0,41,,
2071,1,0,0.416,1,0,1,27,20.0,0.0
2885,1,0,0.622,1,0,1,20,79.91127502634352,1.0
4019,1,0,0.286,1,0,0,49,,
4069,1,0,0.26,1,0,1,24,20.0,0.0
169,1,0,0.0,0,0,0,30,,
3047,1,1,0.0,0,0,0,21,,
1730,1,0,0.666,1,0,1,27,,
4502,1,0,0.728,1,0,1,23,77.39908675799087,1.0
1492,1,0,0.384,1,0,1,31,,
4003,1,0,0.0,0,0,0,45,,
4273,1,0,0.426,1,0,1,44,85.56986301369864,1.0
1755,1,0,0.698,1,0,1,27,,
436,1,0,0.84,1,0,1,49,79.45753424657535,1.0
2276,1,0,0.752,1,0,1,27,,
410,1,0,0.444,1,0,0,26,20.0,0.0
4156,1,0,0.336,1,0,0,31,20.0,0.0
1201,1,0,0.504,1,0,1,34,83.88949771689498,1.0
1794,1,0,0.812,1,0,1,21,85.52785388127853,1.0
3588,1,0,0.302,1,0,1,29,78.61735159817351,1.0
4342,1,0,0.286,1,0,1,20,82.39817351598174,1.0
33,1,0,0.0,0,0,0,25,,
4420,1,0,0.434,1,0,1,34,85.4648401826484,1.0
3575,1,0,0.542,1,0,1,33,,
2077,1,0,0.0,0,0,0,25,,
4275,0,0,0.436,1,0,1,22,78.86940639269406,1.0
1763,1,0,0.286,1,0,1,33,20.0,0.0
2178,1,0,0.662,1,0,1,39,31.617190437818962,0.0
2430,1,0,0.438,1,0,1,51,,
4482,1,1,0.592,1,0,0,25,20.0,0.0
2058,1,0,0.502,1,0,1,37,20.0,0.0
2267,0,0,0.468,1,0,1,22,,
2650,1,0,0.316,1,0,1,54,82.6082191780822,1.0
1154,0,1,0.76,1,0,1,30,78.4703196347032,1.0
2673,0,0,0.25,1,0,1,45,20.0,0.0
812,1,1,0.354,1,0,1,26,20.0,0.0
4544,1,0,0.31,1,0,1,35,,
2375,1,0,0.526,1,0,1,25,20.0,0.0
1486,0,1,0.886,1,0,1,53,81.22191780821917,1.0
1160,1,0,0.462,1,0,1,33,20.0,0.0
3569,1,0,0.268,1,0,1,24,20.0,0.0
2506,1,0,0.552,1,0,1,22,20.0,0.0
1997,1,0,0.336,1,0,1,26,20.0,0.0
2879,1,0,0.572,1,0,1,19,,
3618,1,0,0.55,1,0,1,21,79.58356164383562,1.0
468,0,1,0.276,1,0,1,36,20.0,0.0
4155,1,0,0.494,1,0,1,48,20.0,0.0
3786,1,0,0.304,1,0,1,27,20.0,0.0
4561,1,0,0.286,1,0,1,20,48.548501712328765,0.0
3860,1,0,0.212,1,0,1,21,20.0,0.0
4054,1,0,0.392,1,0,1,24,,
3165,1,0,0.286,1,0,1,33,20.0,0.0
1682,1,0,0.372,1,0,0,24,79.91963470319635,1.0
2010,1,0,0.382,1,0,1,26,,
20,1,0,0.59,1,0,1,35,74.28666351755628,1.0
3726,1,0,0.282,1,0,1,19,,
790,1,0,0.538,1,0,1,25,,
236,0,1,0.576,1,0,1,84,64.55869386682436,0.0
4552,1,0,0.196,2,0,0,31,20.0,0.0
3600,1,0,0.34,1,0,0,30,20.0,0.0
2970,1,0,0.0,0,0,0,65,,
1906,1,0,0.768,1,0,1,37,83.40639269406392,1.0
2244,0,0,0.554,1,0,1,31,20.0,0.0
4179,1,0,0.356,1,0,0,46,20.0,0.0
1136,1,0,0.658,1,0,0,27,,
1397,1,0,0.7,1,0,1,35,80.38173515981735,1.0
1073,1,0,0.574,1,0,1,22,84.8652325913242,1.0
942,1,0,0.42,1,0,0,44,20.0,0.0
708,1,0,0.224,1,0,1,22,20.0,0.0
2025,1,0,0.504,1,0,1,39,81.05388127853881,1.0
148,0,0,0.524,1,0,1,44,,
961,1,0,0.382,1,0,1,32,20.0,0.0
3129,1,0,0.374,1,0,1,27,81.85205479452055,1.0
1882,0,0,0.59,1,0,1,36,20.0,0.0
3824,1,0,0.51,1,0,0,31,20.0,0.0
509,1,0,0.398,1,0,1,28,83.61643835616438,1.0
3994,0,0,0.0,0,0,0,27,81.5579908675799,1.0
3644,0,0,0.286,1,0,1,45,,
274,1,0,0.744,1,0,0,45,,
337,1,0,0.332,1,0,0,34,75.1176871871046,1.0
4341,1,0,0.49,1,0,1,47,,
1814,1,1,0.706,1,0,1,52,86.3890410958904,1.0
3175,1,0,0.55,1,0,1,66,,
107,1,0,0.678,1,0,1,28,79.53804566210046,1.0
97,1,1,0.0,0,0,0,56,20.0,0.0
1956,0,0,0.24,1,0,0,40,20.0,0.0
794,1,0,0.324,1,0,1,46,20.0,0.0
2535,1,0,0.32,1,0,1,31,20.0,0.0
3031,1,0,0.0,0,0,0,35,,
143,1,0,0.486,1,0,1,22,,
3005,0,0,0.382,1,0,1,30,,
3635,1,1,0.61,1,0,1,41,79.60456621004566,1.0
1485,1,0,0.54,1,0,1,39,,
1529,1,0,0.662,1,0,1,46,78.13424657534246,1.0
3440,1,0,0.838,1,0,1,54,82.50319634703196,1.0
633,0,0,0.364,1,0,1,65,20.0,0.0
618,1,0,0.334,1,0,0,34,20.0,0.0
2589,1,0,0.644,1,0,1,29,42.11272709608472,0.0
922,1,0,0.864,1,0,1,38,20.0,0.0
1483,1,0,0.388,1,0,1,40,20.0,0.0
3019,1,0,0.278,1,0,1,41,20.0,0.0
2911,1,0,0.588,1,0,1,35,20.0,0.0
1291,1,0,0.296,1,0,1,50,20.0,0.0
476,1,1,0.208,1,0,1,41,20.0,0.0
1408,1,0,0.286,1,0,1,24,,
3753,1,0,0.334,1,0,1,25,20.0,0.0
1899,1,0,0.286,1,0,1,53,20.0,0.0
4224,1,0,0.262,1,0,1,22,,
699,1,0,0.272,1,0,1,29,20.0,0.0
3489,1,0,0.326,1,0,1,47,20.0,0.0
1267,1,0,0.322,1,0,0,26,20.0,0.0
4355,1,0,0.46,1,0,1,47,78.61735159817351,1.0
2319,1,0,0.362,1,0,1,32,63.66575342465754,0.0
3970,1,0,0.204,1,0,1,28,20.0,0.0
2026,1,0,0.32,1,0,1,35,20.0,0.0
977,1,0,0.442,1,0,0,34,20.0,0.0
3611,1,0,0.628,1,0,1,21,,
2415,1,0,0.286,1,0,1,35,20.0,0.0
1616,1,0,0.672,1,0,1,23,,
3361,1,0,0.544,1,0,1,51,,
243,1,1,0.54,1,0,1,39,80.46575342465754,1.0
2581,1,0,0.202,1,0,1,31,20.0,0.0
4460,1,0,0.54,1,0,1,21,,
2280,1,1,0.382,1,0,1,28,20.0,0.0
395,1,0,0.696,1,0,1,42,82.77625570776256,1.0
4110,1,0,0.476,1,0,1,22,20.0,0.0
4296,1,0,0.384,1,0,1,24,,
2686,1,0,0.356,1,0,1,28,20.0,0.0
83,1,0,0.752,1,0,1,50,81.26392694063927,1.0
4400,1,0,0.414,1,0,0,24,20.0,0.0
1596,0,1,0.612,1,0,1,34,85.61187214611873,1.0
3546,1,0,0.332,1,0,1,36,20.0,0.0
4256,1,0,0.0,0,0,0,58,,
2039,1,0,0.0,0,0,0,30,20.0,0.0
2684,1,0,0.87,1,0,1,55,,
2636,1,0,0.374,1,0,1,30,77.19680365296804,1.0
3429,1,0,0.378,1,0,1,30,20.0,0.0
3974,1,0,0.38,1,0,1,26,56.84980681419038,0.0
2936,1,0,0.286,1,0,1,21,20.0,0.0
751,1,0,0.358,1,0,1,27,20.0,0.0
2117,1,0,0.328,1,0,1,36,77.56712328767124,1.0
701,0,1,0.0,0,0,0,19,,
354,1,0,0.332,1,0,1,47,,
50,1,0,0.286,1,0,1,31,20.0,0.0
1925,1,0,0.528,1,0,1,34,80.88584474885845,1.0
1279,1,0,0.308,1,0,1,31,20.0,0.0
1710,1,0,0.35,1,0,0,29,20.0,0.0
1605,1,0,0.642,1,0,1,20,,
2714,1,0,0.28,1,0,1,31,20.0,0.0
1646,1,0,0.286,1,0,1,51,20.0,0.0
203,1,0,0.388,1,0,1,45,20.0,0.0
3960,1,0,0.286,1,0,1,24,20.0,0.0
1290,1,0,0.28,1,0,1,25,20.0,0.0
2877,1,0,0.794,1,0,1,60,82.35616438356165,1.0
4369,1,0,0.408,1,0,1,52,20.0,0.0
3629,1,0,0.422,1,0,1,28,,
2811,1,0,0.51,1,0,1,23,80.29771689497717,1.0
1083,1,0,0.236,1,0,1,53,20.0,0.0
221,1,0,0.408,1,0,1,35,81.5579908675799,1.0
2183,1,0,0.864,1,0,1,55,80.46575342465754,1.0
742,0,0,0.0,0,0,0,20,,
2842,1,0,0.0,0,0,0,25,,
2967,1,0,0.626,1,0,1,32,71.91682549136391,0.0
1028,1,0,0.354,1,0,1,34,20.0,0.0
3056,1,0,0.266,1,0,0,40,20.0,0.0
4049,1,0,0.332,1,0,1,25,20.0,0.0
4212,0,1,0.352,1,0,1,50,20.0,0.0
795,1,0,0.348,1,0,1,36,,
278,1,0,0.514,1,0,1,63,20.0,0.0
2351,0,0,0.482,1,0,1,42,20.0,0.0
2609,1,0,0.824,1,0,1,43,,
3109,1,0,0.54,1,0,1,20,,
3446,1,0,0.306,1,0,1,34,20.0,0.0
