,is_employed,self_employed,credit_score,eviction,pets,criminal,age,score,is_good
2815,1,0,0.222,2,0,1,27,20.0,0.0
1606,1,0,0.326,1,0,1,58,78.55433789954338,1.0
1869,1,0,0.286,1,0,1,33,,
1399,1,0,0.306,1,0,0,24,20.0,0.0
3023,1,0,0.294,1,0,1,36,20.0,0.0
2559,1,0,0.794,1,0,1,60,82.35616438356165,1.0
2581,1,0,0.65,1,0,1,22,79.60456621004566,1.0
576,1,0,0.428,1,0,1,36,81.76803652968036,1.0
1430,1,0,0.498,1,0,1,27,20.0,0.0
3565,1,0,0.45,1,0,1,40,77.97340182648402,1.0
942,1,1,0.702,1,0,1,58,84.03652968036529,1.0
2507,1,0,0.358,1,0,1,33,20.0,0.0
4012,1,0,0.704,1,0,1,32,78.00821917808219,1.0
2468,1,0,0.232,1,0,1,23,20.0,0.0
142,1,0,0.634,1,0,1,35,20.0,0.0
3933,1,0,0.36,1,0,1,30,20.0,0.0
2826,1,0,0.286,1,0,1,19,20.0,0.0
2558,1,0,0.232,1,0,1,37,20.0,0.0
3982,0,1,0.214,1,0,1,39,20.0,0.0
3209,0,1,0.452,1,0,1,26,20.0,0.0
2987,1,0,0.274,1,0,1,29,20.0,0.0
2839,0,0,0.278,1,0,1,45,20.0,0.0
3582,1,0,0.482,1,0,1,39,79.07945205479452,1.0
2067,1,0,0.24,1,0,1,35,20.0,0.0
2098,1,0,0.284,1,0,1,26,20.0,0.0
840,0,1,0.478,1,0,1,42,82.12072846978869,1.0
1537,1,1,0.286,1,0,1,57,20.0,0.0
1113,1,0,0.456,1,0,1,29,20.0,0.0
232,1,0,0.596,1,0,1,32,82.08310502283105,1.0
2902,1,0,0.428,1,0,1,22,20.0,0.0
3692,1,0,0.36,1,0,0,33,20.0,0.0
2151,1,0,0.326,1,0,1,22,20.0,0.0
2791,1,0,0.516,1,0,1,42,50.045500940102066,0.0
2512,0,0,0.392,1,0,0,59,20.0,0.0
801,1,0,0.42,1,0,1,27,20.0,0.0
1092,1,0,0.264,1,0,1,33,20.0,0.0
1087,1,0,0.532,1,0,1,25,,
3730,1,0,0.328,1,0,1,35,,
434,1,0,0.286,1,0,1,32,20.0,0.0
2597,1,0,0.38,1,0,1,37,20.0,0.0
3826,1,0,0.286,1,0,1,31,20.0,0.0
581,1,0,0.73,1,0,1,25,80.06666666666666,1.0
1141,1,0,0.31,1,0,1,44,20.0,0.0
2154,0,0,0.566,1,0,1,50,,
1250,1,0,0.38,1,0,1,31,,
3387,1,1,0.302,1,0,1,26,20.0,0.0
1517,1,0,0.644,1,0,1,65,,
1562,0,0,0.336,1,0,1,51,20.0,0.0
3769,1,0,0.458,1,0,1,22,79.79360730593608,1.0
1930,1,0,0.0,0,0,0,36,20.0,0.0
1931,1,0,0.864,1,0,1,55,80.46575342465754,1.0
3338,1,0,0.518,1,0,0,32,20.0,0.0
3211,1,0,0.276,1,0,1,32,20.0,0.0
2045,1,0,0.3,1,0,1,53,20.0,0.0
2244,1,0,0.272,1,0,1,24,20.0,0.0
3219,1,1,0.582,1,0,0,43,20.0,0.0
1634,1,0,0.286,1,0,1,21,,
3552,1,1,0.694,1,0,1,32,82.44018264840183,1.0
1259,1,0,0.326,1,0,1,39,20.0,0.0
3285,0,0,0.332,1,0,1,42,20.0,0.0
398,0,1,0.378,1,0,1,20,20.0,0.0
941,1,0,0.368,1,0,0,26,,
3143,1,0,0.57,1,0,1,30,,
3718,1,0,0.404,1,0,0,43,20.0,0.0
2758,1,0,0.19,1,0,1,31,20.0,0.0
1595,1,0,0.62,1,0,1,44,19.051255707762554,0.0
938,0,0,0.436,1,0,1,59,84.01552511415525,1.0
1498,0,1,0.7,1,0,1,50,20.0,0.0
524,1,0,0.678,1,0,1,35,80.10867579908675,1.0
2310,0,0,0.34,1,0,1,46,,
1,1,0,0.35,1,0,1,25,20.0,0.0
1713,1,0,0.488,1,0,1,20,37.264958444203536,0.0
988,1,0,0.696,1,0,1,41,82.12511415525114,1.0
2948,1,0,0.286,1,0,1,22,71.19636545471295,0.0
3296,1,0,0.366,1,0,1,27,20.0,0.0
3417,0,0,0.334,1,0,1,35,20.0,0.0
1523,1,0,0.412,1,0,1,31,77.29406392694064,1.0
691,1,0,0.308,1,0,1,55,20.0,0.0
2689,1,0,0.332,1,0,1,40,20.0,0.0
3706,1,0,0.22,1,0,1,34,77.29406392694064,1.0
2767,1,0,0.588,1,0,1,23,20.0,0.0
499,0,1,0.686,1,0,1,51,79.20547945205479,1.0
743,1,0,0.294,1,0,1,26,20.0,0.0
2406,1,0,0.582,1,0,1,27,20.0,0.0
669,1,0,0.592,1,0,1,22,,
978,1,0,0.744,1,0,1,38,,
35,1,0,0.286,1,0,1,19,20.0,0.0
1712,1,0,0.57,1,0,1,21,82.69550344400588,1.0
3389,1,0,0.722,1,0,1,51,,
673,1,0,0.464,1,0,1,23,79.31050228310502,1.0
949,1,0,0.634,1,0,1,53,82.23013698630137,1.0
2838,1,0,0.298,1,0,1,24,67.18538812785388,0.0
3944,0,0,0.452,1,0,1,52,82.35616438356165,1.0
2886,1,0,0.362,1,0,1,33,20.0,0.0
3421,1,0,0.794,1,0,1,27,79.45753424657535,1.0
3538,1,0,0.354,1,0,0,29,79.31558177515582,1.0
2459,0,0,0.766,1,0,0,67,20.0,0.0
1330,1,0,0.44,1,0,1,27,20.0,0.0
1471,1,0,0.544,1,0,1,54,79.18455817827555,1.0
1295,0,0,0.356,1,0,1,46,20.0,0.0
1364,1,0,0.554,1,0,1,21,60.9151109695232,0.0
2315,1,0,0.528,1,0,1,40,67.0724505327245,0.0
682,1,0,0.584,1,0,1,36,77.10502283105023,1.0
489,1,0,0.574,1,0,1,33,77.25205479452055,1.0
2103,1,0,0.0,0,0,0,33,20.0,0.0
2830,1,0,0.55,1,0,1,66,,
527,1,0,0.314,1,0,0,33,77.59127933064111,1.0
2751,1,0,0.4,1,0,1,32,81.93607305936074,1.0
3072,0,1,0.31,1,0,1,31,77.84018264840182,1.0
2110,0,0,0.44,1,0,1,21,78.84840182648402,1.0
2058,0,0,0.574,1,0,1,71,78.4703196347032,1.0
1386,1,0,0.474,1,0,0,35,37.292865296803654,0.0
709,1,0,0.782,1,0,1,56,79.05844748858448,1.0
223,1,0,0.392,1,0,1,38,20.0,0.0
1598,1,0,0.286,1,0,1,21,,
1783,1,0,0.382,1,0,1,26,,
3833,1,0,0.34,1,0,1,28,20.0,0.0
599,1,0,0.27,1,0,1,25,20.0,0.0
2965,0,0,0.62,1,0,0,73,20.0,0.0
1117,1,0,0.676,1,0,0,20,80.44474885844748,1.0
2572,1,0,0.376,1,0,1,22,48.89574913595197,0.0
2183,1,0,0.494,1,0,1,42,,
1475,0,1,0.762,1,0,1,61,81.22191780821917,1.0
4041,1,0,0.286,1,0,1,22,20.0,0.0
1109,0,0,0.26,1,0,0,26,20.0,0.0
2570,1,0,0.432,1,0,1,43,20.0,0.0
714,1,0,0.286,1,0,1,19,20.0,0.0
3000,0,1,0.414,1,0,1,33,20.0,0.0
642,1,0,0.366,1,0,0,24,20.0,0.0
3871,1,0,0.54,1,0,1,22,20.0,0.0
1140,1,0,0.444,1,0,1,28,78.99543378995433,1.0
2950,1,0,0.378,1,0,1,26,20.0,0.0
280,1,0,0.316,1,0,1,51,20.0,0.0
2874,1,0,0.272,1,0,1,30,78.99543378995433,1.0
2289,1,0,0.31,1,0,1,47,20.0,0.0
861,1,0,0.264,1,0,1,22,20.0,0.0
1913,1,0,0.286,1,0,1,39,20.0,0.0
3702,1,0,0.336,1,0,0,31,20.0,0.0
3976,0,1,0.684,1,0,1,43,20.0,0.0
2949,1,0,0.46,1,0,1,22,,
3798,0,1,0.392,1,0,1,38,,
3661,1,0,0.476,1,0,1,22,20.0,0.0
2464,1,0,0.286,1,0,1,26,20.0,0.0
2969,1,0,0.384,1,0,1,31,,
1897,1,0,0.806,1,0,1,25,80.06666666666666,1.0
2340,1,0,0.108,1,0,1,37,74.9032317745237,1.0
2626,1,0,0.634,1,0,1,35,20.0,0.0
2323,1,0,0.268,1,0,1,28,20.0,0.0
2485,1,0,0.358,1,0,1,23,61.78436951176677,0.0
3074,1,0,0.308,1,0,1,21,20.0,0.0
2387,1,0,0.332,1,0,1,33,20.0,0.0
1279,1,0,0.468,1,0,1,47,81.76803652968036,1.0
1309,1,0,0.286,1,0,0,33,20.0,0.0
3811,1,0,0.234,1,0,0,33,20.0,0.0
4000,1,0,0.286,1,0,1,25,81.5579908675799,1.0
3743,1,0,0.376,1,0,1,37,20.0,0.0
594,1,0,0.324,1,0,1,30,20.0,0.0
2134,1,0,0.286,1,0,1,48,20.0,0.0
1488,1,0,0.372,1,0,0,24,79.91963470319635,1.0
1135,1,0,0.308,1,0,1,31,20.0,0.0
2710,1,0,0.286,1,0,0,30,20.0,0.0
2835,1,0,0.278,1,0,1,26,20.0,0.0
3055,1,0,0.516,1,0,1,39,78.00821917808219,1.0
668,1,0,0.276,1,0,0,25,20.0,0.0
2318,1,0,0.286,1,0,1,38,20.0,0.0
3090,0,0,0.386,1,0,1,52,,
1181,1,0,0.298,1,0,1,45,20.0,0.0
2582,1,0,0.286,1,0,1,34,77.67214611872146,1.0
3060,1,0,0.458,1,0,1,31,79.79360730593608,1.0
1714,1,0,0.882,1,0,1,63,79.01643835616439,1.0
425,1,0,0.79,1,0,1,56,,
1961,1,0,0.454,1,0,1,64,,
2031,1,0,0.446,1,0,1,28,79.60456621004566,1.0
944,1,0,0.312,1,0,0,45,20.0,0.0
1149,1,0,0.286,1,0,1,20,20.0,0.0
165,0,1,0.0,0,0,0,25,18.357407947148545,0.0
99,1,0,0.328,1,0,1,29,20.0,0.0
3185,1,0,0.316,1,0,1,44,20.0,0.0
1895,1,0,0.458,1,0,1,22,77.7351598173516,1.0
2330,1,0,0.354,1,0,1,29,20.0,0.0
1449,1,0,0.656,1,0,1,29,65.95364195627597,0.0
684,1,0,0.456,1,0,1,29,20.0,0.0
2081,1,0,0.324,1,0,1,30,20.0,0.0
3463,1,0,0.224,1,0,1,36,20.0,0.0
1578,1,0,0.522,1,0,0,25,81.70502283105023,1.0
3571,1,0,0.332,1,0,1,24,,
2013,1,1,0.498,1,0,1,25,79.46088280060883,1.0
1086,1,0,0.264,1,0,1,27,20.0,0.0
1754,1,0,0.3,1,0,1,37,20.0,0.0
2360,1,0,0.246,1,0,1,32,20.0,0.0
891,1,1,0.67,1,0,1,37,78.53333333333333,1.0
1985,1,0,0.52,1,0,1,21,81.76803652968036,1.0
770,1,0,0.69,1,0,1,33,51.341320793293804,0.0
1779,1,0,0.656,1,0,1,24,78.32328767123288,1.0
2747,1,0,0.446,1,0,0,33,,
2178,0,1,0.432,1,0,1,35,20.0,0.0
1111,1,0,0.618,1,0,1,20,79.10245367162376,1.0
1648,1,0,0.668,1,0,1,49,82.88127853881278,1.0
3225,1,0,0.56,1,0,1,38,80.61278538812786,1.0
720,1,0,0.284,1,0,1,24,20.0,0.0
591,1,0,0.392,1,0,1,33,39.0716535837053,0.0
2434,1,0,0.246,1,0,1,36,20.0,0.0
742,1,0,0.456,1,0,1,32,70.12957889396246,0.0
2270,1,0,0.38,1,0,1,36,,
1184,1,0,0.588,1,0,1,24,,
2847,1,0,0.568,1,0,1,22,79.1634703196347,1.0
14,1,0,0.598,1,0,1,26,84.28858447488585,1.0
666,1,0,0.804,1,0,1,51,82.25114155251141,1.0
1416,1,0,0.268,1,0,1,23,20.0,0.0
347,1,0,0.352,1,0,1,42,77.35707762557078,1.0
358,1,0,0.444,1,0,0,26,20.0,0.0
1569,1,1,0.278,1,0,1,37,20.0,0.0
1359,1,0,0.196,1,0,1,27,20.0,0.0
2171,1,0,0.498,1,0,1,30,80.92785388127854,1.0
3613,1,0,0.334,1,0,1,21,20.0,0.0
2490,1,0,0.498,1,0,1,24,79.75159817351599,1.0
1983,1,1,0.704,1,0,1,44,85.35981735159817,1.0
2306,1,0,0.284,1,0,1,62,20.0,0.0
3030,1,0,0.304,1,0,1,52,20.0,0.0
2827,0,0,0.286,1,0,0,33,20.0,0.0
216,1,1,0.228,1,0,1,25,,
2463,1,0,0.392,1,0,1,23,,
1799,1,0,0.406,1,0,1,31,,
3475,1,0,0.288,1,0,1,32,20.0,0.0
2392,1,0,0.356,1,0,1,28,20.0,0.0
2843,1,0,0.422,1,0,1,30,82.6082191780822,1.0
1967,1,0,0.312,1,0,1,33,20.0,0.0
3786,1,0,0.514,1,0,1,24,20.0,0.0
2634,1,0,0.172,1,0,1,40,20.0,0.0
1503,1,0,0.784,1,0,0,29,20.0,0.0
3594,1,0,0.448,1,0,0,29,20.0,0.0
2054,1,0,0.36,1,0,1,28,,
116,1,0,0.506,1,0,1,31,84.14155251141553,1.0
2174,1,0,0.504,1,0,0,49,20.0,0.0
37,1,0,0.316,1,0,1,21,20.0,0.0
1194,1,0,0.338,1,0,1,29,20.0,0.0
1603,1,0,0.286,1,0,1,47,77.94520547945206,1.0
700,0,0,0.324,1,0,1,40,20.0,0.0
2088,1,0,0.752,1,0,1,49,81.11689497716895,1.0
2413,0,0,0.286,1,0,0,59,20.0,0.0
1999,1,0,0.52,1,0,1,21,20.0,0.0
135,1,0,0.406,1,0,1,53,61.3818350456621,0.0
2442,1,1,0.288,1,0,1,20,20.0,0.0
244,1,0,0.298,1,0,1,38,20.0,0.0
2049,1,0,0.286,1,0,1,26,20.0,0.0
3378,1,0,0.634,1,0,1,24,20.0,0.0
3229,1,0,0.422,1,0,1,28,,
1946,1,0,0.232,1,0,1,33,20.0,0.0
2665,1,0,0.36,1,0,1,59,59.77063694760468,0.0
887,1,0,0.286,1,0,1,21,61.658180075178485,0.0
3191,1,0,0.52,1,0,1,39,77.21004566210046,1.0
1394,1,0,0.474,1,0,1,25,,
950,1,0,0.326,1,0,1,53,20.0,0.0
2231,1,0,0.49,1,0,1,22,,
3173,1,0,0.284,1,0,0,43,20.0,0.0
899,1,0,0.17,1,0,1,25,20.0,0.0
3302,1,0,0.266,1,0,1,24,20.0,0.0
211,1,0,0.286,1,0,1,28,20.0,0.0
1739,1,0,0.35,1,0,1,26,20.0,0.0
664,1,0,0.228,1,0,1,30,20.0,0.0
1935,0,1,0.626,1,0,1,37,78.7013698630137,1.0
451,1,1,0.308,1,0,1,50,20.0,0.0
3393,1,0,0.386,1,0,1,45,,
3125,1,0,0.77,1,0,1,40,20.0,0.0
2993,0,0,0.824,1,0,1,53,82.14706553854418,1.0
1905,1,0,0.502,1,0,1,36,,
3954,0,0,0.446,1,0,1,58,20.0,0.0
1009,1,0,0.286,1,0,1,53,,
926,1,0,0.406,1,0,1,36,20.0,0.0
1959,1,0,0.328,1,0,1,39,20.0,0.0
2997,1,0,0.33,1,0,1,36,20.0,0.0
3896,1,0,0.384,1,0,1,46,20.0,0.0
3297,1,0,0.692,1,0,1,25,80.82283105022832,1.0
2066,1,0,0.348,1,0,1,23,20.0,0.0
3155,1,0,0.804,1,0,1,49,,
293,1,0,0.708,1,0,1,31,78.11324200913242,1.0
3354,1,0,0.0,0,0,0,25,20.0,0.0
4059,1,0,0.47,1,0,1,40,84.7296803652968,1.0
1721,1,0,0.368,1,0,1,32,20.0,0.0
1641,1,0,0.322,1,0,1,33,20.0,0.0
3646,1,0,0.706,1,0,1,36,80.9068493150685,1.0
1132,1,0,0.444,1,0,1,30,68.02401946122711,0.0
2121,1,0,0.682,1,0,1,21,84.79269406392694,1.0
2111,1,0,0.644,1,0,1,38,20.0,0.0
2173,1,0,0.222,1,0,1,23,20.0,0.0
2974,1,0,0.51,1,0,1,27,82.41917808219178,1.0
3901,1,1,0.356,1,0,1,45,77.79817351598173,1.0
2437,1,0,0.406,1,0,1,24,,
2187,1,0,0.264,1,0,1,32,20.0,0.0
366,0,0,0.392,1,0,1,50,20.0,0.0
3244,1,0,0.442,1,0,1,20,81.17990867579908,1.0
194,1,0,0.302,1,0,0,42,20.0,0.0
1041,1,0,0.352,1,0,1,21,81.53698630136986,1.0
706,1,0,0.358,1,0,0,26,20.0,0.0
2489,0,1,0.492,1,0,1,31,,
1698,1,0,0.598,1,0,1,31,66.02586169822537,0.0
3428,0,1,0.598,1,0,1,25,,
3237,0,1,0.838,1,0,1,45,,
3033,1,0,0.602,1,0,1,51,81.0958904109589,1.0
2923,1,0,0.36,1,0,1,35,20.0,0.0
2756,0,0,0.386,1,0,0,73,20.0,0.0
1729,1,0,0.612,1,0,1,26,53.91526595088239,0.0
3633,1,0,0.286,1,0,1,37,,
2905,1,0,0.4,1,0,1,22,56.11801116184677,0.0
2705,1,0,0.318,1,0,1,23,20.0,0.0
3054,1,0,0.312,1,0,1,24,66.49219593192196,0.0
552,0,0,0.0,0,0,0,50,81.72602739726027,1.0
1577,1,0,0.504,1,0,1,45,20.0,0.0
15,1,0,0.286,1,0,1,26,20.0,0.0
776,1,0,0.392,1,0,1,65,,
3426,1,0,0.352,1,0,1,31,20.0,0.0
2117,1,0,0.5,1,0,1,34,67.68450709562515,0.0
2281,1,0,0.396,1,0,1,35,20.0,0.0
2781,1,0,0.26,1,0,1,28,20.0,0.0
2505,1,0,0.286,1,0,1,21,20.0,0.0
469,1,0,0.56,1,0,1,26,82.86027397260274,1.0
2208,1,0,0.392,1,0,1,30,20.0,0.0
1921,0,0,0.354,1,0,1,22,38.00365296803654,0.0
3711,1,0,0.564,1,0,1,29,20.0,0.0
1238,0,1,0.592,1,0,1,46,83.32237442922374,1.0
526,1,0,0.396,1,0,1,23,40.70723441712054,0.0
3247,1,0,0.318,1,0,1,25,20.0,0.0
778,1,0,0.202,1,0,1,31,20.0,0.0
42,1,0,0.21,1,0,1,24,20.0,0.0
2698,0,0,0.528,1,0,0,25,,
1560,1,0,0.286,1,0,1,33,20.0,0.0
3674,0,0,0.348,1,0,1,28,20.0,0.0
448,1,0,0.456,1,0,1,33,20.0,0.0
2984,1,0,0.29,1,0,1,28,77.462100456621,1.0
344,1,0,0.41,1,0,1,33,82.02009132420092,1.0
1054,1,0,0.272,1,0,1,23,20.0,0.0
122,1,0,0.756,1,0,1,30,80.94885844748859,1.0
450,1,0,0.398,1,0,1,28,83.61643835616438,1.0
3573,1,0,0.296,1,0,1,28,,
3144,1,0,0.264,1,0,1,37,20.0,0.0
3950,1,0,0.384,1,0,1,19,20.0,0.0
1177,0,0,0.552,1,0,1,38,,
2372,1,0,0.408,1,0,0,42,20.0,0.0
1764,1,0,0.388,1,0,1,26,66.80390489686663,0.0
1278,1,0,0.316,1,0,1,28,20.0,0.0
1756,1,0,0.286,1,0,1,22,77.58812785388128,1.0
2252,1,0,0.318,1,0,1,50,20.0,0.0
375,1,0,0.286,1,0,1,47,82.25114155251141,1.0
510,1,0,0.86,1,0,1,50,,
662,1,0,0.306,1,0,0,21,20.0,0.0
2657,1,0,0.57,1,0,1,63,20.0,0.0
1831,1,0,0.432,1,0,1,25,81.70502283105023,1.0
3774,1,0,0.396,1,0,0,34,20.0,0.0
1493,1,0,0.468,1,0,1,36,79.77260273972603,1.0
996,1,0,0.286,1,0,1,23,83.13333333333334,1.0
3959,1,0,0.344,1,0,1,36,20.0,0.0
7,1,0,0.9,1,0,1,56,81.34794520547945,1.0
3821,1,0,0.618,1,0,0,27,,
178,1,0,0.59,1,0,1,32,84.03652968036529,1.0
556,1,1,0.314,1,0,1,19,20.0,0.0
2714,1,0,0.49,1,0,1,27,,
2201,1,0,0.338,1,0,0,36,20.0,0.0
300,1,0,0.434,1,0,0,23,,
3339,1,0,0.332,1,0,1,29,20.0,0.0
1760,0,1,0.664,1,0,1,63,81.05388127853881,1.0
309,1,0,0.294,1,0,0,26,20.0,0.0
3499,1,0,0.63,1,0,1,23,42.19927301129537,0.0
1260,0,1,0.416,1,0,1,23,20.0,0.0
494,1,0,0.284,1,0,0,37,20.0,0.0
3835,1,0,0.65,1,0,1,38,82.12511415525114,1.0
803,1,0,0.822,1,0,1,61,83.11232876712329,1.0
2341,0,0,0.638,1,0,1,21,79.49954337899544,1.0
407,1,0,0.518,1,0,1,39,82.2931506849315,1.0
1591,1,0,0.516,1,0,1,24,81.32694063926941,1.0
3149,1,0,0.608,1,0,1,46,,
2196,0,1,0.176,1,0,1,44,20.0,0.0
1793,1,0,0.494,1,0,1,29,82.08310502283105,1.0
1637,1,0,0.314,1,0,1,22,20.0,0.0
3533,1,0,0.45,1,0,0,29,20.0,0.0
3656,0,0,0.492,1,0,1,22,78.86940639269406,1.0
1174,0,0,0.286,1,0,1,36,20.0,0.0
273,1,0,0.432,1,0,1,30,73.49441211954613,0.0
3831,0,1,0.614,1,0,1,57,,
3969,1,0,0.366,1,0,1,36,20.0,0.0
3045,1,0,0.694,1,0,1,36,,
1530,0,1,0.358,1,0,0,37,20.0,0.0
1487,1,0,0.434,1,0,1,32,77.7351598173516,1.0
2773,1,0,0.4,1,0,0,24,,
3169,1,0,0.378,1,0,1,26,20.0,0.0
231,1,0,0.294,1,0,0,43,20.0,0.0
2225,1,0,0.286,1,0,1,39,20.0,0.0
2188,1,0,0.784,1,0,1,22,80.23470319634703,1.0
1763,1,0,0.396,1,0,1,51,,
1563,1,0,0.286,1,0,1,19,20.0,0.0
3909,1,0,0.292,1,0,1,52,20.0,0.0
1995,0,1,0.516,1,0,1,24,77.2730593607306,1.0
3536,1,0,0.216,1,0,1,35,20.0,0.0
4043,0,0,0.368,1,0,1,41,20.0,0.0
3694,1,0,0.382,1,0,1,37,83.70045662100456,1.0
2017,1,0,0.282,1,0,1,32,20.0,0.0
363,1,0,0.784,1,0,1,29,,
3325,1,1,0.286,1,0,1,43,20.0,0.0
2126,1,0,0.442,1,0,1,35,20.0,0.0
2619,1,0,0.286,1,0,1,23,20.0,0.0
1067,1,0,0.594,1,0,1,24,84.93972602739726,1.0
932,1,0,0.724,1,0,1,30,20.0,0.0
1388,1,0,0.274,1,0,1,28,20.0,0.0
2302,1,0,0.644,1,0,1,29,42.11272709608472,0.0
1883,1,0,0.322,1,0,1,33,20.0,0.0
1385,1,0,0.608,1,0,1,36,80.88584474885845,1.0
1717,1,0,0.43,1,0,1,44,20.0,0.0
3199,1,0,0.244,1,0,1,24,20.0,0.0
3057,0,0,0.286,1,0,1,51,,
3205,1,0,0.34,1,0,0,30,20.0,0.0
1938,1,0,0.378,1,0,1,28,20.0,0.0
1349,1,0,0.314,1,0,1,35,20.0,0.0
3042,1,0,0.424,1,0,0,45,79.79360730593608,1.0
1775,1,0,0.296,1,0,1,34,20.0,0.0
3993,1,1,0.592,1,0,0,25,20.0,0.0
1476,1,0,0.408,1,0,1,25,20.0,0.0
2569,1,0,0.54,1,0,1,22,62.22396643218561,0.0
209,0,1,0.398,1,0,1,43,20.0,0.0
1018,1,0,0.516,1,0,1,44,79.54155251141553,1.0
2059,1,0,0.622,1,0,1,21,81.70502283105023,1.0
3232,1,0,0.33,1,0,0,35,81.49497716894977,1.0
1264,1,0,0.302,1,0,1,19,67.67183438707411,0.0
252,1,0,0.594,1,0,1,21,79.87762557077626,1.0
217,1,0,0.316,1,0,1,23,85.08675799086758,1.0
23,1,0,0.53,1,0,1,50,20.0,0.0
727,1,0,0.612,1,0,1,25,81.22191780821917,1.0
1683,0,1,0.436,1,0,1,37,20.0,0.0
2159,1,0,0.438,1,0,1,51,,
3317,0,0,0.564,1,0,1,25,79.75159817351599,1.0
723,1,0,0.18,1,0,1,34,20.0,0.0
66,1,0,0.598,1,0,1,36,,
3920,1,0,0.358,1,0,1,22,79.56255707762557,1.0
3409,1,0,0.494,1,0,1,23,,
2842,0,1,0.48,1,0,0,24,20.0,0.0
980,1,0,0.444,1,0,1,46,78.91141552511415,1.0
19,1,0,0.59,1,0,1,35,74.28666351755628,1.0
2615,1,0,0.286,1,0,1,21,20.0,0.0
108,1,0,0.744,1,0,1,51,78.89041095890411,1.0
2964,1,0,0.486,1,0,1,48,,
3544,1,1,0.286,1,0,1,47,77.10502283105023,1.0
1596,0,0,0.588,1,0,1,66,84.16255707762556,1.0
1966,1,0,0.688,1,0,1,52,,
2245,1,0,0.38,1,0,1,40,20.0,0.0
1945,1,0,0.452,1,0,1,48,78.7013698630137,1.0
410,1,0,0.362,1,0,0,35,,
1138,1,0,0.578,1,0,1,36,78.02922374429224,1.0
3022,1,0,0.286,1,0,1,30,,
3932,1,0,0.32,1,0,1,57,20.0,0.0
923,0,0,0.446,1,0,1,28,,
152,1,0,0.554,1,0,1,25,,
2405,1,0,0.19,2,0,1,40,20.0,0.0
1081,1,0,0.204,1,0,1,39,20.0,0.0
1167,1,0,0.332,1,0,1,28,20.0,0.0
2992,0,1,0.4,1,0,1,50,,
1660,1,0,0.564,1,0,1,43,84.39360730593607,1.0
2881,1,0,0.32,1,0,1,38,20.0,0.0
2445,0,1,0.286,1,0,1,26,20.0,0.0
1151,1,0,0.27,1,0,1,29,20.0,0.0
1618,1,1,0.74,1,0,1,55,,
1420,1,0,0.594,1,0,1,19,20.0,0.0
1768,1,0,0.344,1,0,1,24,,
2548,0,0,0.602,1,0,1,61,20.0,0.0
3585,0,1,0.746,1,0,1,29,78.00821917808219,1.0
626,1,0,0.286,1,0,1,57,20.0,0.0
1533,1,0,0.316,1,0,1,44,20.0,0.0
3529,1,0,0.9,1,0,1,50,80.52876712328766,1.0
2909,1,0,0.37,1,0,0,29,,
1241,0,0,0.316,1,0,1,54,,
2833,1,0,0.352,1,0,1,29,20.0,0.0
125,1,0,0.418,1,0,1,55,,
3243,0,0,0.286,1,0,1,45,,
3925,1,0,0.408,1,0,1,26,20.0,0.0
1917,1,0,0.594,1,0,1,26,20.0,0.0
1119,1,0,0.342,1,0,1,27,20.0,0.0
660,1,0,0.358,1,0,1,27,20.0,0.0
2423,0,1,0.444,1,0,1,34,20.0,0.0
3764,1,1,0.468,1,0,1,22,81.91506849315068,1.0
4015,1,0,0.734,1,0,1,29,,
906,1,0,0.778,1,0,1,38,79.58356164383562,1.0
1676,1,0,0.8,1,0,1,27,78.82739726027397,1.0
1442,0,0,0.316,1,0,1,31,20.0,0.0
3088,1,0,0.394,1,0,0,22,20.0,0.0
2893,1,1,0.786,1,0,1,39,,
2999,1,0,0.23,1,0,1,30,20.0,0.0
177,1,0,0.334,1,0,0,28,20.0,0.0
1519,1,0,0.5,1,0,1,41,81.43196347031963,1.0
10,1,0,0.602,1,0,1,52,,
1644,1,0,0.638,1,0,1,44,79.91963470319635,1.0
3452,1,0,0.286,1,0,1,19,20.0,0.0
3165,1,0,0.328,1,0,1,24,20.0,0.0
3190,1,0,0.446,1,0,1,29,80.82283105022832,1.0
3345,1,0,0.224,1,0,0,44,20.0,0.0
1427,1,0,0.532,1,0,1,38,,
2930,1,0,0.212,1,0,1,38,20.0,0.0
1749,0,0,0.75,1,0,1,65,77.39908675799087,1.0
246,1,0,0.41,1,0,1,29,20.0,0.0
3464,1,0,0.62,1,0,1,53,79.31050228310502,1.0
1202,1,0,0.282,1,0,1,32,40.7491103763187,0.0
2872,1,0,0.408,1,0,1,30,81.22191780821917,1.0
3936,1,0,0.304,1,0,1,38,20.0,0.0
2620,1,0,0.478,1,0,1,29,57.35579908675799,0.0
2068,1,0,0.522,1,0,1,40,78.84840182648402,1.0
1173,0,0,0.452,1,0,1,63,,
502,0,1,0.286,1,0,1,18,20.0,0.0
3309,0,1,0.258,1,0,0,27,20.0,0.0
1522,1,0,0.258,1,0,1,43,20.0,0.0
3082,1,0,0.292,1,0,1,36,20.0,0.0
197,1,0,0.788,1,0,1,27,,
730,1,0,0.728,1,0,1,24,,
512,0,0,0.286,1,0,0,54,,
3875,1,0,0.266,1,0,1,52,20.0,0.0
492,0,1,0.864,1,0,1,79,,
3032,1,0,0.48,1,0,1,37,,
1306,1,0,0.374,1,0,0,31,20.0,0.0
2673,1,0,0.316,1,0,1,51,20.0,0.0
